RunID,SiteName,SiteName_long,lat,lon,clay,sand,ED_soil_class,init,pft,pft_harvest,time.start,time.finish,GCM,scenario,management,ianth_disturb,management_file,INCLUDE_FIRE,SMFIRE
NEON_TALL_ecological_rcp85_2006_2100,TALL,Talladega National Forest NEON,32.95047,-87.393259,0.07007,0.8783,2,NEON_TALL,NA,NA,2006,2100,BNU-ESM,rcp85,ecological,2,TALL_ecological,2,0.01
NEON_OSBS_passive_rcp45_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp45,passive,2,OSBS_passive,2,0.01
NEON_OSBS_passive_rcp85_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp85,passive,2,OSBS_passive,2,0.01
NEON_OSBS_preservation_rcp45_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp45,preservation,2,OSBS_preservation,2,0.03
NEON_OSBS_preservation_rcp85_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp85,preservation,2,OSBS_preservation,2,0.03
NEON_OSBS_production_rcp45_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp45,production,2,OSBS_production,2,0.01
NEON_OSBS_production_rcp85_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp85,production,2,OSBS_production,2,0.01
NEON_OSBS_ecological_rcp45_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp45,ecological,2,OSBS_ecological,2,0.01
NEON_OSBS_ecological_rcp85_2006_2100,OSBS,Ordway-Swisher Biological Station NEON,29.689282,-81.993431,0.013005,0.972085,1,NEON_OSBS,NA,NA,2006,2100,BNU-ESM,rcp85,ecological,2,OSBS_ecological,2,0.01
NEON_UNDE_passive_rcp45_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp45,passive,2,UNDE_passive,2,0.01
NEON_UNDE_passive_rcp85_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp85,passive,2,UNDE_passive,2,0.01
NEON_UNDE_preservation_rcp45_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp45,preservation,2,UNDE_preservation,2,0.03
NEON_UNDE_preservation_rcp85_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp85,preservation,2,UNDE_preservation,2,0.03
NEON_UNDE_production_rcp45_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp45,production,2,UNDE_production,2,0.01
NEON_UNDE_production_rcp85_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp85,production,2,UNDE_production,2,0.01
NEON_UNDE_ecological_rcp45_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp45,ecological,2,UNDE_ecological,2,0.01
NEON_UNDE_ecological_rcp85_2006_2100,UNDE,University of Notre Dame Environmental Research Center NEON,46.23391,-89.537254,0.123067308,0.352346154,4,NEON_UNDE,NA,NA,2006,2100,BNU-ESM,rcp85,ecological,2,UNDE_ecological,2,0.01
NEON_HARV_passive_rcp45_2006_2100,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,0.05094375,0.79389375,2,NEON_HARV,NA,NA,2006,2100,BNU-ESM,rcp45,passive,2,HARV_passive,2,0.01
NEON_HARV_passive_rcp85_2006_2100,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,0.05094375,0.79389375,2,NEON_HARV,NA,NA,2006,2100,BNU-ESM,rcp85,passive,2,HARV_passive,2,0.01
NEON_HARV_preservation_rcp45_2006_2100,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,0.05094375,0.79389375,2,NEON_HARV,NA,NA,2006,2100,BNU-ESM,rcp45,preservation,2,HARV_preservation,2,0.03
NEON_HARV_preservation_rcp85_2006_2100,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,0.05094375,0.79389375,2,NEON_HARV,NA,NA,2006,2100,BNU-ESM,rcp85,preservation,2,HARV_preservation,2,0.03
NEON_HARV_production_rcp45_2006_2100,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,0.05094375,0.79389375,2,NEON_HARV,NA,NA,2006,2100,BNU-ESM,rcp45,production,2,HARV_production,2,0.01
NEON_HARV_production_rcp85_2006_2100,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,0.05094375,0.79389375,2,NEON_HARV,NA,NA,2006,2100,BNU-ESM,rcp85,production,2,HARV_production,2,0.01
NEON_HARV_ecological_rcp45_2006_2100,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,0.05094375,0.79389375,2,NEON_HARV,NA,NA,2006,2100,BNU-ESM,rcp45,ecological,2,HARV_ecological,2,0.01
